review_id,user_name,user_image,review_text,rating,thumbs_up,app_version,review_date,reply_text,reply_date,scraped_at,app_id
02c64980-36ad-4e68-8e02-917c0bedc389,BOY KEDANG,https://play-lh.googleusercontent.com/a-/ALV-UjX76cTlY9bcpUddXQzlpmCs8V_zc4D2vqlND1xvMmdIHySMSBm5,Terbaik...,5,0,3.86.0,2025-12-07 08:10:14,,,2025-12-08 10:00:54.923821,com.valar.pintu
838acd0d-986a-4cb8-b4b2-e0b700e3a634,Rahmat Hidayat,https://play-lh.googleusercontent.com/a/ACg8ocLvrTXBsOXKOKglSr2CoIEMui8wLvC4bEItekcyKSbI91ks7g=mo,sulit,1,0,,2025-12-06 22:26:29,"Hi Teman Pintu! Mohon maaf atas ketidaknyamananya. Kami berkomitmen menghadirkan pengalaman terbaik dalam trading, jual/beli & investasi crypto. Pastikan perangkat Kakak menggunakan versi sistem operasi terbaru. Jika masalah berlanjut, Kakak bisa menghubungi tim kami di help@pintu.co.id.",2025-12-08 01:37:31,2025-12-08 10:00:54.923821,com.valar.pintu
dbada693-acf9-489f-b947-f9bc169e90fa,Afdal,https://play-lh.googleusercontent.com/a/ACg8ocIhquhmbbQUgyyr1Gogd9XkfOfk2vcKfW032GQGLV1hu1ysTQ=mo,"Menurut saya aplikasinya sudah bagus dan mudah di pahami bagi pemula. tetapi sedikit dari saya, mungkin bisa di tambahkan informasi tentang kerugian ataupun keuntungan yang telah kita dapatkan dari total semua aset yang kita miliki (contoh return value). Agar kita bisa tau apakah dari semua aset yang kita miliki sedang untung atau rugi. biar jelas aj gitu, apakah misal kita sedang untung 20% atau sebaliknya.",4,0,3.86.0,2025-12-06 22:19:41,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-08 01:37:30,2025-12-08 10:00:54.923821,com.valar.pintu
72a495d9-2735-4746-91dc-7a74e7e54fd3,arix sagitarisandy,https://play-lh.googleusercontent.com/a/ACg8ocIEq1pOCCu4H5QoOe8VWmucbJ5VkDwR8SlmSOaHQ0HsIg9OzA=mo,aplikasi nya sangat mudah dipahami,5,0,3.86.0,2025-12-06 19:59:36,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-08 01:37:30,2025-12-08 10:00:54.923821,com.valar.pintu
4b18e88a-0649-4382-9e6a-a35a1f63a80d,darma setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUXVVET3NebdrKwTs5YtU1T-UFiIYh76wUtihs9pgio0LxGLhc,apk ini membantu bagi trader pemula. sangat baik dengan sistem pendaftaran yang simpel,5,0,3.86.0,2025-12-06 17:08:03,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-07 19:32:36,2025-12-08 10:00:54.923821,com.valar.pintu
e2432cf5-8842-4c6e-a937-df1f9e94fcb1,Marasi Sitompul,https://play-lh.googleusercontent.com/a-/ALV-UjW90vnt4ah7l4NryRP8aZsKkNyN03Qlj1s1apNw97IAubzIZE0N,"saya Uda hampir 2 bln ngurus pencairan belum bisa cair,terlalu panjang tahapan yg saya lalui,sampai saya menghabiskan biaya 1 miliyar lebih,sampai mengadaikan semua harta saya,sampai hari ini blm ada pencairan tolong bantu saya pak buat pencairan dana akun saya",5,0,3.86.0,2025-12-06 15:38:10,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-07 19:32:37,2025-12-08 10:00:54.923821,com.valar.pintu
69652aa9-0b86-4eae-8988-909e0f97bc4f,Esa pratama Aji,https://play-lh.googleusercontent.com/a-/ALV-UjWDL1EtsiQRr28VaJv71o9VQSbpcbRTId-Rt_Jeao4SrfKw9u6T,"Aku coba pakai aplikasi Pintu dan sejauh ini cukup enak dipakai. Tampilan aplikasinya simpel, jadi nggak bikin bingung waktu mau beli atau jual crypto. Transaksi juga lumayan cepat dan jarang error. Cuma kadang fee-nya terasa agak lebih tinggi dibanding beberapa aplikasi lain, dan grafiknya nggak terlalu lengkap. Tapi buat yang pengen trading atau investasi dengan cara yang simpel dan nggak ribet, Pintu masih termasuk nyaman dan aman dipakai.#InvestasiCryptodiPintu @caricuantamaji708",5,0,3.86.0,2025-12-06 15:27:56,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-07 19:32:36,2025-12-08 10:00:54.923821,com.valar.pintu
8db43ba0-b2bc-466d-af23-c8682f193b5c,sukarno putra,https://play-lh.googleusercontent.com/a-/ALV-UjVilbP_DBT7hPBgPk3lJ5ckm2qEhU0DbEeDi2GjiVX8tiykFdnm,kenapa applikasi nya tidak cocok lagi dengan hp saya saya mau update versi baru???tetapi tidak bisa ada peringatan aplikasi tidak kompitable lagi dengan perangkat anda harap hubungi developer dan apakah bisa di cocokan lagi seperti pertama kali saya gunakan applikasi pintu nya kalau bisa tolong dibantu ya developer pintu,5,0,3.61.0,2025-12-06 13:46:08,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-07 14:17:20,2025-12-08 10:00:54.923821,com.valar.pintu
102acdf2-395e-480a-9f1f-50c950061808,Suardi Manyipi (Sua),https://play-lh.googleusercontent.com/a-/ALV-UjW8h03_YEi12EiVdzXPxepGJUhy8CTKolJtKoZiZe7BhrwzW7baCA,terbaik,5,0,3.86.0,2025-12-06 09:04:26,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-07 13:37:30,2025-12-08 10:00:54.923821,com.valar.pintu
5333eaea-3801-4f84-a993-e97fc9ff08ac,Dadiet Minalandaka,https://play-lh.googleusercontent.com/a/ACg8ocK8MOtkL2Q9Of8ZWb43ayNU8uTCcoapNiN5lKQLAQqoCVmCwA=mo,"sangat recomended menggunakan aplikasi Pintu ini untuk menabung, berinvestasi ataupun trading crypto. dengan menu dan pengaturan mudah dipahami. @dadietminalandaka033",5,0,3.86.0,2025-12-06 06:52:13,"Hi Teman Pintu! Terima kasih atas ulasannya. Kami senang mendengar pengalaman Kakak menggunakan aplikasi Pintu untuk trading crypto, investasi, dan mengelola aset digital Kakak. Jangan ragu untuk terus menjelajahi fitur-fitur baru seperti Pintu Web3 wallet & Pintu Pro Futures kami untuk pengalaman yang lebih baik!",2025-12-07 07:37:04,2025-12-08 10:00:54.923821,com.valar.pintu
